33,93,96,,3,Really unimpressed with this product.,1993-11-07 01:18:19,1993-11-07 01:18:19,0
34,17,90,,5,The quality and great performance.,2022-10-01 00:45:49,2022-10-01 00:45:49,0
35,81,91,,1,It’s poorly made and unreliable.,2005-03-12 15:47:43,2005-03-12 15:47:43,0
36,72,6,19,3,This product is a waste of money.,1973-05-28 07:28:14,1973-05-28 07:28:14,0
37,72,68,18,0,It’s just not there.,1973-08-20 07:28:46,1973-08-20 07:28:46,0
38,1,87,,4,It’s exactly what I need.,2008-11-11 10:22:17,2008-11-11 10:22:17,0
39,64,57,35,5,I’m thrilled with this item.,1992-07-18 17:14:55,1992-07-18 17:14:55,0
40,88,,27,2,Really unimpressed with this purchase.,1976-03-20 18:38:34,1976-03-20 18:38:34,0
41,4,,64,3,This is a disaster.,2008-11-05 12:46:55,2008-11-05 12:46:55,0
42,25,61,,5,The quality and very easy to use.,2001-09-04 13:36:47,2001-09-04 13:36:47,0
43,76,78,,2,Very unsatisfied with this purchase.,1997-06-27 04:59:35,1997-06-27 04:59:35,0
44,73,,5,5,Works perfectly and is exactly what I expected.,1978-07-10 03:05:22,1978-07-10 03:05:22,0
45,66,7,,4,Reliable high-quality and does exactly what I was looking for.,1985-08-11 04:51:51,1985-08-11 04:51:51,0
46,69,,62,5,Fantastic quality and performance.,1976-09-18 06:50:21,1976-09-18 06:50:21,0
47,42,57,,4,The quality and great performance.,1978-03-21 19:46:05,1978-03-21 19:46:05,0
48,81,,85,5,I am thrilled with this.,1990-01-30 20:35:15,1990-01-30 20:35:15,0
49,96,57,,5,Very satisfied with this product.,2004-09-15 07:45:19,2004-09-15 07:45:19,0
50,16,94,,4,Very satisfied with this purchase.,2012-07-13 20:10:19,2012-07-13 20:10:19,0
51,4,93,35,1,Didn’t work as advertised.,2000-12-07 22:29:30,2000-12-07 22:29:30,0
52,66,46,,1,Really unimpressed with this purchase.,1999-01-03 12:02:36,1999-01-03 12:02:36,0
53,65,9,,5,Excellent build quality and functionality.,1990-09-10 07:54:03,1990-09-10 07:54:03,0
54,26,20,18,2,It’s a total letdown.,1977-04-11 17:36:45,1977-04-11 17:36:45,0
55,18,,87,0,It’s flimsy and doesn’t function well.,2023-11-27 22:42:09,2023-11-27 22:42:09,0
56,98,46,,1,It’s poorly made and doesn’t deliver as promised.,1982-08-23 23:24:12,1982-08-23 23:24:12,0
57,51,,79,4,Works like a dream.,1994-07-21 10:09:44,1994-07-21 10:09:44,0
58,93,33,,2,Poor quality and not functional at all.,2010-10-11 18:19:16,2010-10-11 18:19:16,0
59,98,91,,4,Excellent build quality and performance.,2017-09-11 03:53:33,2017-09-11 03:53:33,0
60,7,3,,2,It didn’t last long.,1996-09-30 22:37:54,1996-09-30 22:37:54,0
61,61,11,,4,Reliable high-quality and does exactly what I was looking for.,1976-07-09 11:18:32,1976-07-09 11:18:32,0
62,30,,27,5,Works great and looks great too.,1982-12-01 13:33:35,1982-12-01 13:33:35,0
63,1,82,,4,I am so happy with my purchase.,1995-12-13 22:22:17,1995-12-13 22:22:17,0
64,20,71,,3,It’s poorly made and unreliable.,1974-09-29 08:01:06,1974-09-29 08:01:06,0
65,46,1,85,3,Not happy with this purchase.,1993-12-02 10:09:28,1993-12-02 10:09:28,0
66,41,54,92,2,Very unhappy with this item.,1999-05-11 20:36:37,1999-05-11 20:36:37,0
67,88,86,15,5,I’m thrilled with the quality.,2013-03-18 19:37:24,2013-03-18 19:37:24,0
68,10,15,,0,Overhyped and doesn’t live up to the description at all.,1987-03-31 09:44:24,1987-03-31 09:44:24,0
69,35,58,,5,Exactly what I expected.,1970-09-11 11:47:59,1970-09-11 11:47:59,0
70,72,81,39,4,Great performance and very functional.,2015-01-19 12:21:07,2015-01-19 12:21:07,0
71,38,24,,1,This product is a total waste of money.,2019-10-07 01:39:44,2019-10-07 01:39:44,0
72,41,99,84,4,Fantastic quality and great performance.,2006-02-13 23:16:57,2006-02-13 23:16:57,0
73,82,,60,1,This product is cheaply made and not functional at all.,1998-03-18 03:34:48,1998-03-18 03:34:48,0
74,13,,52,4,I’m thrilled with the quality.,2023-01-31 01:39:13,2023-01-31 01:39:13,0
75,30,69,41,3,Very unsatisfied with this purchase.,2020-04-14 21:09:30,2020-04-14 21:09:30,0
76,88,2,3,4,Reliable high-quality and does exactly what I was looking for.,1995-03-18 01:49:51,1995-03-18 01:49:51,0
77,42,86,,5,Excellent quality and great performance.,2002-02-27 10:02:04,2002-02-27 10:02:04,0
78,95,98,,0,Very unsatisfied with this product.,1971-09-16 03:05:35,1971-09-16 03:05:35,0
79,38,10,,3,It’s not worth the price at all.,1992-05-06 00:55:37,1992-05-06 00:55:37,0
80,51,31,,0,Really unhappy with this.,2013-09-01 12:45:00,2013-09-01 12:45:00,0
81,35,,96,4,I am thrilled with this.,1981-12-19 16:00:54,1981-12-19 16:00:54,0
82,75,32,,2,It’s not worth the money.,2022-01-27 17:26:49,2022-01-27 17:26:49,0
83,51,13,23,3,Very unhappy with this purchase.,1982-11-30 05:17:42,1982-11-30 05:17:42,0
84,16,,60,5,Love the quality and great performance.,1974-07-06 00:13:26,1974-07-06 00:13:26,0
85,84,40,,1,Doesn’t work as advertised.,1971-12-03 08:16:52,1971-12-03 08:16:52,0
86,23,,92,3,This is a disaster.,1986-09-25 00:52:50,1986-09-25 00:52:50,0
87,44,37,,5,Top-notch quality and very easy to use.,1976-12-31 11:14:20,1976-12-31 11:14:20,0
88,19,62,,5,Super happy with my purchase!,2000-08-14 08:33:44,2000-08-14 08:33:44,0
89,31,81,,4,Amazing performance and very functional.,1997-06-10 01:29:34,1997-06-10 01:29:34,0
90,2,84,,5,Fantastic quality and great performance.,1996-02-28 07:43:31,1996-02-28 07:43:31,0
91,47,,8,0,Overhyped and doesn’t work as advertised.,1984-04-19 10:12:42,1984-04-19 10:12:42,0
92,59,2,,0,Doesn’t work as expected.,1980-01-11 14:07:38,1980-01-11 14:07:38,0
93,63,9,,5,Fantastic product worth every cent.,2021-05-26 07:23:59,2021-05-26 07:23:59,0
94,79,22,,2,It’s not worth the money.,1995-06-17 20:11:04,1995-06-17 20:11:04,0
95,77,,94,4,I couldn’t be happier with the quality.,2020-11-19 12:07:02,2020-11-19 12:07:02,0
96,34,39,,5,Super impressed with this purchase.,1990-02-08 02:18:22,1990-02-08 02:18:22,0
97,56,3,,3,Overhyped and doesn’t work well.,2015-05-24 19:47:23,2015-05-24 19:47:23,0
98,75,79,,5,This is exactly as described.,1984-12-21 20:58:32,1984-12-21 20:58:32,0
99,41,73,9,4,Very satisfied with my purchase!,1992-03-09 23:54:51,1992-03-09 23:54:51,0
100,66,44,,4,Super happy with it.,1988-02-08 23:18:48,1988-02-08 23:18:48,0
101,78,,41,4,Couldn’t be happier with it.,2024-03-01 21:59:27,2024-03-01 21:59:27,0
102,40,39,,4,So happy with this product.,2005-10-02 05:16:07,2005-10-02 05:16:07,0
103,83,,3,0,I feel like I expected.,2022-06-30 05:09:24,2022-06-30 05:09:24,0
104,35,75,46,4,I’m thrilled with the quality.,2013-01-28 14:39:54,2013-01-28 14:39:54,0
105,19,98,34,5,The quality and works like a dream.,2018-10-04 20:55:45,2018-10-04 20:55:45,0
106,42,,71,1,It’s not worth the money.,1985-05-24 19:00:18,1985-05-24 19:00:18,0
107,58,47,,4,I couldn’t be happier with the quality.,1977-10-30 20:04:08,1977-10-30 20:04:08,0
108,8,,71,5,Reliable high-quality and does exactly what I was looking for.,1976-03-16 07:26:42,1976-03-16 07:26:42,0
109,51,0,29,1,This product didn’t last long at all.,2005-09-18 20:17:00,2005-09-18 20:17:00,0
110,73,42,96,5,This is exactly as advertised.,1972-08-16 14:11:22,1972-08-16 14:11:22,0
111,99,40,,0,Completely unsatisfied with this purchase.,1981-04-19 15:17:24,1981-04-19 15:17:24,0
112,32,49,,1,Very disappointed with the quality.,2009-10-10 19:01:13,2009-10-10 19:01:13,0
113,34,,18,4,Perfect for my needs.,1988-10-20 12:49:07,1988-10-20 12:49:07,0
114,88,97,,0,It’s flimsy and doesn’t live up to the standard I expected.,1986-06-09 18:19:26,1986-06-09 18:19:26,0
115,96,,74,4,Amazing quality and great performance.,2008-11-01 07:23:24,2008-11-01 07:23:24,0
116,26,79,,1,Completely unsatisfied with this.,2019-03-11 09:31:11,2019-03-11 09:31:11,0
117,24,60,,2,It’s not worth the money.,2009-12-19 13:20:57,2009-12-19 13:20:57,0
118,44,,8,3,Really unhappy with this.,2024-05-28 14:12:24,2024-05-28 14:12:24,0
119,57,,51,5,It’s exactly what I expected.,2016-09-15 20:05:47,2016-09-15 20:05:47,0
120,55,49,,0,Very unhappy with this purchase.,2021-08-15 22:29:45,2021-08-15 22:29:45,0
121,37,7,,2,This product is a waste of money.,1995-06-13 13:01:16,1995-06-13 13:01:16,0
122,79,31,24,5,High-quality reliable and looks beautiful too.,2008-05-14 23:44:08,2008-05-14 23:44:08,0
123,74,,8,5,Top-notch quality and works like a dream.,1982-07-29 11:12:00,1982-07-29 11:12:00,0
124,90,,33,5,Very satisfied with my purchase!,1970-10-12 22:14:34,1970-10-12 22:14:34,0
125,59,1,,2,Overpriced and doesn’t work as described.,1973-08-24 15:29:57,1973-08-24 15:29:57,0
126,32,96,,0,Really unimpressed with this purchase.,1988-06-29 20:59:39,1988-06-29 20:59:39,0
127,33,,85,3,Overhyped and doesn’t work as expected.,1979-10-01 03:17:40,1979-10-01 03:17:40,0
128,42,18,,0,This product is a total waste of money.,2022-05-15 22:37:40,2022-05-15 22:37:40,0
129,25,,52,0,Doesn’t work as advertised.,1992-05-06 09:48:22,1992-05-06 09:48:22,0
130,28,,11,0,This is one of the worst product I’ve bought in a while.,2007-09-29 00:40:14,2007-09-29 00:40:14,0
131,42,8,,0,Really unhappy with this.,1989-02-05 12:43:14,1989-02-05 12:43:14,0
132,75,88,,4,So happy with this item.,2012-11-30 18:28:37,2012-11-30 18:28:37,0
133,25,13,,4,Superb quality and functionality.,2011-09-29 15:39:22,2011-09-29 15:39:22,0
134,7,,1,5,It’s exactly what I need.,2001-07-13 14:49:02,2001-07-13 14:49:02,0
135,56,51,,5,Reliable high-quality and does exactly what I was looking for.,2016-09-20 21:58:54,2016-09-20 21:58:54,0
136,5,,41,3,It’s not worth the money.,2004-01-12 12:22:04,2004-01-12 12:22:04,0
137,6,,79,3,It’s poorly made and unreliable.,1985-07-14 19:52:33,1985-07-14 19:52:33,0
138,78,92,,5,This is exactly as advertised.,1988-05-15 21:51:19,1988-05-15 21:51:19,0
139,5,42,11,1,Completely unsatisfied with this item.,1981-02-10 11:53:41,1981-02-10 11:53:41,0
140,81,99,,5,Super happy with this product.,2016-04-26 12:06:38,2016-04-26 12:06:38,0
141,23,64,45,4,Super happy with my purchase.,2018-04-25 16:22:07,2018-04-25 16:22:07,0
142,67,25,,4,Superb quality and totally worth the money.,1978-11-09 12:42:25,1978-11-09 12:42:25,0
143,19,64,,5,Top-notch quality and performance.,2005-11-21 23:42:18,2005-11-21 23:42:18,0
144,54,,31,5,Super impressed with this purchase.,1979-03-12 19:57:44,1979-03-12 19:57:44,0
145,44,53,,4,I couldn’t be happier with the quality.,2008-11-01 10:12:24,2008-11-01 10:12:24,0
146,80,,90,4,Excellent build quality and works like a charm.,2015-09-25 00:54:41,2015-09-25 00:54:41,0
147,12,4,,3,It’s a total letdown.,1993-05-31 19:51:58,1993-05-31 19:51:58,0
148,12,2,,4,High quality and totally worth the money.,1987-09-02 01:19:32,1987-09-02 01:19:32,0
149,44,13,32,4,Super happy with my purchase.,1990-05-17 08:09:46,1990-05-17 08:09:46,0
150,33,50,,4,Amazing quality and performance.,1990-11-29 05:30:10,1990-11-29 05:30:10,0
151,91,84,,4,It’s exactly what I need.,2013-10-28 18:31:40,2013-10-28 18:31:40,0
152,72,7,,0,It’s flimsy and doesn’t live up to the standard I expected.,1993-02-10 21:33:03,1993-02-10 21:33:03,0
153,15,,88,0,Doesn’t live up to the standard I expected.,1998-05-28 03:00:50,1998-05-28 03:00:50,0
154,9,,71,2,Doesn’t live up to the standard I expected.,1999-09-06 08:42:19,1999-09-06 08:42:19,0
155,12,,44,2,Overhyped and doesn’t work as advertised.,1996-04-16 03:05:28,1996-04-16 03:05:28,0
156,70,88,,5,Very happy with this.,2000-12-30 11:33:36,2000-12-30 11:33:36,0
157,62,,63,0,It’s flimsy and doesn’t function well.,1982-07-23 22:10:07,1982-07-23 22:10:07,0
158,16,66,,5,Excellent build quality and works perfectly.,1994-09-12 09:38:34,1994-09-12 09:38:34,0
159,75,,27,5,Fantastic product worth every cent.,1991-09-10 22:41:21,1991-09-10 22:41:21,0
160,38,62,,2,Very unsatisfied with this purchase.,1981-10-06 10:42:50,1981-10-06 10:42:50,0
161,12,17,14,1,Poor quality and not functional at all.,2016-08-30 13:19:27,2016-08-30 13:19:27,0
162,7,96,,4,Love the quality and totally worth the money.,2017-06-26 18:15:07,2017-06-26 18:15:07,0
163,13,56,,0,It’s a total waste of my money.,1970-08-07 03:46:49,1970-08-07 03:46:49,0
164,96,89,34,0,Overpriced and doesn’t function well.,1981-01-24 13:21:10,1981-01-24 13:21:10,0
165,72,10,35,0,It doesn’t work as described.,2001-11-06 17:56:48,2001-11-06 17:56:48,0
166,21,61,,3,I’m very unhappy with this.,2015-09-13 07:20:00,2015-09-13 07:20:00,0
167,81,51,14,5,Exactly what I need.,2008-09-07 12:33:48,2008-09-07 12:33:48,0
168,91,,25,2,Very disappointed with the quality.,1972-10-06 12:32:09,1972-10-06 12:32:09,0
169,60,66,,0,Very unsatisfied with this product.,1976-09-04 06:48:55,1976-09-04 06:48:55,0
170,7,36,10,3,It’s a total waste of my money.,2022-11-23 16:20:16,2022-11-23 16:20:16,0
171,13,2,,0,It’s a total letdown.,2022-08-18 07:24:03,2022-08-18 07:24:03,0
172,50,79,,4,It’s perfect for my needs and works like a charm.,1975-09-19 13:34:10,1975-09-19 13:34:10,0
173,79,50,29,2,This product is cheaply made and doesn’t function well.,1989-11-29 02:23:45,1989-11-29 02:23:45,0
174,88,59,,5,Works as advertised and exceeded my expectations in every way.,1976-04-12 21:26:43,1976-04-12 21:26:43,0
175,95,77,,5,It's perfect for my needs and works perfectly.,1978-03-23 11:08:31,1978-03-23 11:08:31,0
176,63,,12,5,High quality and functionality.,1987-11-25 18:17:01,1987-11-25 18:17:01,0
177,15,21,,1,Very disappointed with this purchase.,2004-02-07 18:05:16,2004-02-07 18:05:16,0
178,79,92,,0,Overpriced and doesn’t function well.,2018-02-16 19:12:44,2018-02-16 19:12:44,0
179,47,22,,2,Do not buy this again.,1998-09-12 17:27:31,1998-09-12 17:27:31,0
180,47,90,,5,It exceeded my expectations.,1982-11-22 07:18:50,1982-11-22 07:18:50,0
181,5,84,90,4,This is exactly as described.,2023-04-29 16:53:11,2023-04-29 16:53:11,0
182,18,28,,4,Couldn’t be happier with it.,1975-07-24 02:10:14,1975-07-24 02:10:14,0
183,89,,60,4,This product is a fantastic product.,2008-05-07 15:19:41,2008-05-07 15:19:41,0
184,48,93,73,4,A must-buy for anyone looking for quality and performs well.,1983-04-05 02:23:57,1983-04-05 02:23:57,0
185,74,26,70,5,Works great and looks great too.,2000-12-19 06:57:14,2000-12-19 06:57:14,0
186,48,97,84,0,Doesn’t work as expected.,1982-10-29 11:41:53,1982-10-29 11:41:53,0
187,68,40,,4,Superb quality and performs well.,1991-12-25 20:20:01,1991-12-25 20:20:01,0
188,81,22,32,5,Fantastic product worth every cent.,1972-07-15 01:25:42,1972-07-15 01:25:42,0
189,78,30,90,1,Poor quality and not functional at all.,2019-03-31 00:36:24,2019-03-31 00:36:24,0
190,44,70,97,4,I am thrilled with this.,1986-11-24 02:12:32,1986-11-24 02:12:32,0
191,3,29,,5,High quality and performance.,1979-02-22 13:30:02,1979-02-22 13:30:02,0
192,44,2,52,4,Couldn’t be happier with it.,2004-09-28 13:28:08,2004-09-28 13:28:08,0
193,32,19,3,2,This product is a waste of money.,2020-08-25 13:27:54,2020-08-25 13:27:54,0
194,57,12,,4,Works great and looks great too.,2008-05-31 14:25:44,2008-05-31 14:25:44,0
195,26,4,,4,It’s exactly what I expected.,1972-09-30 20:27:31,1972-09-30 20:27:31,0
196,29,58,,5,It’s exactly what I need.,2021-10-20 08:34:37,2021-10-20 08:34:37,0
197,32,35,,4,This is a must-have.,1995-04-05 22:55:01,1995-04-05 22:55:01,0
198,88,0,4,1,Doesn’t work as advertised.,2007-12-12 21:56:58,2007-12-12 21:56:58,0
199,62,87,35,4,It's perfect for what I wanted.,1980-03-27 00:15:48,1980-03-27 00:15:48,0
200,80,39,,3,This product didn’t last long at all.,2001-08-28 11:27:56,2001-08-28 11:27:56,0
201,72,38,24,2,Not happy with this purchase.,2023-03-07 01:00:14,2023-03-07 01:00:14,0
202,87,29,,3,This is a disaster.,1998-06-07 22:16:27,1998-06-07 22:16:27,0
203,64,66,34,1,Really disappointed with this product.,1970-04-30 04:15:57,1970-04-30 04:15:57,0
204,39,89,,2,Really unhappy with it.,2003-10-06 07:43:57,2003-10-06 07:43:57,0
205,32,73,,4,Very happy with this.,1998-07-19 02:50:58,1998-07-19 02:50:58,0
206,71,,5,4,Reliable high-quality and does exactly what I was looking for.,1985-01-23 07:52:44,1985-01-23 07:52:44,0
207,46,9,25,1,It’s flimsy and doesn’t function well.,2009-09-18 20:53:06,2009-09-18 20:53:06,0
208,82,64,,5,It’s perfect for my needs.,2005-04-30 12:29:47,2005-04-30 12:29:47,0
209,53,,55,4,Super impressed with this product.,2023-07-11 23:20:55,2023-07-11 23:20:55,0
210,6,41,75,5,Love the quality and amazing performance.,1996-08-29 06:44:11,1996-08-29 06:44:11,0
211,79,84,77,1,Poorly designed and not worth the price at all.,1985-02-04 21:55:19,1985-02-04 21:55:19,0
212,77,23,71,5,I’m thrilled with the quality.,2007-08-14 01:01:36,2007-08-14 01:01:36,0
213,68,,49,3,Poor quality and not worth the price at all.,1994-08-18 09:49:26,1994-08-18 09:49:26,0
214,3,8,,2,It’s not worth the money.,1983-07-04 21:09:51,1983-07-04 21:09:51,0
215,93,,78,2,I’m really unhappy with it.,2005-06-11 13:25:11,2005-06-11 13:25:11,0
216,92,55,,4,Superb quality and functionality.,2001-02-26 17:39:43,2001-02-26 17:39:43,0
217,91,28,,5,Love the quality and great performance.,1992-04-24 04:03:32,1992-04-24 04:03:32,0
218,35,25,41,1,It didn’t meet my expectations.,1976-03-04 11:42:52,1976-03-04 11:42:52,0
219,25,59,,4,Exactly what I need.,1981-02-05 23:07:05,1981-02-05 23:07:05,0
220,68,28,10,5,Perfect for my needs.,1976-05-14 09:32:52,1976-05-14 09:32:52,0
221,30,35,80,4,Very satisfied with this purchase.,2020-08-12 15:16:44,2020-08-12 15:16:44,0
222,97,23,,4,Amazing performance and worth the price.,1985-12-24 03:26:04,1985-12-24 03:26:04,0
223,45,,96,3,It didn’t meet my expectations.,1989-01-23 08:55:55,1989-01-23 08:55:55,0
224,23,96,60,3,Not worth the price.,2011-11-27 23:18:33,2011-11-27 23:18:33,0
225,24,,71,4,I’m beyond satisfied with my purchase.,1982-03-16 22:17:21,1982-03-16 22:17:21,0
226,35,55,,3,I feel like I expected.,1999-09-29 16:10:46,1999-09-29 16:10:46,0
227,97,52,,1,Really unhappy with it.,1996-11-02 17:01:54,1996-11-02 17:01:54,0
228,7,33,,1,It’s not worth the money.,2014-10-16 19:41:11,2014-10-16 19:41:11,0
229,39,,77,2,It barely works and I’m very disappointed with this purchase.,2007-10-04 09:08:29,2007-10-04 09:08:29,0
230,68,51,79,4,High-quality reliable and looks beautiful too.,2017-12-27 21:55:39,2017-12-27 21:55:39,0
231,19,14,,1,Poor quality and not functional at all.,1974-06-13 22:12:36,1974-06-13 22:12:36,0
232,60,,1,1,Very unhappy with this purchase.,1971-03-16 07:44:27,1971-03-16 07:44:27,0
233,63,19,,2,It’s just not there.,2011-01-01 01:55:07,2011-01-01 01:55:07,0
234,29,,47,2,It’s a total waste of my money.,2004-08-05 15:23:16,2004-08-05 15:23:16,0
235,5,1,,0,It’s a total letdown.,1982-08-24 00:15:24,1982-08-24 00:15:24,0
236,93,0,98,0,It’s poorly made and unreliable.,1998-09-04 13:22:11,1998-09-04 13:22:11,0
237,53,8,,2,This product didn’t last long at all.,1983-06-17 01:05:02,1983-06-17 01:05:02,0
238,84,39,,4,This is exactly as advertised.,1995-01-04 22:28:07,1995-01-04 22:28:07,0
239,51,44,,5,It exceeded my expectations.,2015-03-23 08:27:17,2015-03-23 08:27:17,0
240,48,59,,1,Doesn’t work as advertised.,1976-08-09 03:40:29,1976-08-09 03:40:29,0
241,91,48,,5,Amazing quality and functionality.,1970-03-23 11:17:28,1970-03-23 11:17:28,0
242,47,81,76,1,It’s flimsy and doesn’t deliver as promised.,1978-04-30 20:22:43,1978-04-30 20:22:43,0
243,35,68,,2,It doesn’t work as described.,1971-08-22 19:25:25,1971-08-22 19:25:25,0
244,14,55,,0,Overpriced and doesn’t live up to the description at all.,1996-03-23 00:27:59,1996-03-23 00:27:59,0
245,81,45,8,5,Great performance and very functional.,1980-07-26 10:53:37,1980-07-26 10:53:37,0
246,51,2,27,2,Doesn’t work as expected.,2002-03-12 08:30:11,2002-03-12 08:30:11,0
247,31,36,98,4,It's perfect for what I needed.,1980-11-12 23:40:43,1980-11-12 23:40:43,0
248,21,43,,5,The quality and very easy to use.,1973-02-16 21:45:21,1973-02-16 21:45:21,0
249,57,80,,0,Very disappointed with this purchase.,2018-12-22 22:52:18,2018-12-22 22:52:18,0
250,69,54,,5,It’s perfect for my needs.,2016-11-11 21:03:43,2016-11-11 21:03:43,0
251,78,47,24,2,Overpriced and doesn’t work as advertised.,2010-01-17 23:49:03,2010-01-17 23:49:03,0
252,50,98,,2,It’s just not there.,1973-11-23 15:11:03,1973-11-23 15:11:03,0
253,17,98,,5,I will definitely be buying again soon.,2002-04-30 07:02:15,2002-04-30 07:02:15,0
254,30,90,,0,It doesn’t work as described.,2011-07-12 23:42:09,2011-07-12 23:42:09,0
255,62,88,23,5,Works wonderfully and looks beautiful too.,1993-06-01 23:43:28,1993-06-01 23:43:28,0
256,52,,81,0,Overpriced and doesn’t work as advertised.,2012-07-30 09:22:51,2012-07-30 09:22:51,0
257,3,,57,4,High quality and performance.,1970-10-01 19:47:24,1970-10-01 19:47:24,0
258,17,48,,2,Really unhappy with it.,1979-11-22 15:01:25,1979-11-22 15:01:25,0
259,35,56,62,2,This product is a waste of money.,2008-09-12 11:33:54,2008-09-12 11:33:54,0
260,43,,65,5,Truly impressed with this purchase.,1975-03-07 01:42:21,1975-03-07 01:42:21,0
261,84,,97,3,Poor quality and not functional at all.,1974-06-08 11:20:39,1974-06-08 11:20:39,0
262,82,30,,5,So happy with my purchase.,2021-02-09 15:22:01,2021-02-09 15:22:01,0
263,35,72,,5,Super impressed with this product.,1975-03-22 18:43:40,1975-03-22 18:43:40,0
264,83,1,68,5,I’m impressed by the quality.,1981-03-24 23:44:28,1981-03-24 23:44:28,0
265,89,93,,5,Truly impressed with this purchase.,2013-06-02 03:46:09,2013-06-02 03:46:09,0
266,66,10,,4,This product is a fantastic product.,1989-06-28 14:53:21,1989-06-28 14:53:21,0
267,77,67,1,4,Truly impressed with this product.,2014-02-05 09:52:55,2014-02-05 09:52:55,0
268,0,38,,5,This is a must-have.,1981-06-30 09:51:25,1981-06-30 09:51:25,0
269,44,5,,3,It’s flimsy and doesn’t live up to the description at all.,1976-09-24 04:00:57,1976-09-24 04:00:57,0
270,14,,74,4,High-quality product and worth the price.,2005-11-21 13:56:33,2005-11-21 13:56:33,0
271,77,98,88,5,Amazing quality and functionality.,1985-09-01 21:47:58,1985-09-01 21:47:58,0
272,55,,65,4,Very happy with it.,1979-03-11 01:09:17,1979-03-11 01:09:17,0
273,48,87,,1,It’s cheaply made and doesn’t function well.,2012-08-07 16:36:06,2012-08-07 16:36:06,0
274,80,38,36,4,Fantastic quality and very easy to use.,1975-04-09 22:50:57,1975-04-09 22:50:57,0
275,29,54,,5,I couldn’t be happier with this item.,1977-04-24 22:14:52,1977-04-24 22:14:52,0
276,43,59,42,5,Very satisfied with this item.,2019-09-21 07:09:34,2019-09-21 07:09:34,0
277,75,41,64,0,Do not buy this again.,2012-01-07 15:18:33,2012-01-07 15:18:33,0
278,16,88,,2,Not up to the hype.,1979-01-06 18:15:41,1979-01-06 18:15:41,0
279,53,95,13,3,Really unhappy with it.,1980-05-24 07:13:48,1980-05-24 07:13:48,0
280,97,,64,5,So happy with my purchase.,1996-08-01 06:18:41,1996-08-01 06:18:41,0
