99,46,6,199,34,1,find Shop,3.20
100,46,28,280,19,105,drop Shop,3.70
101,72,5,261,35,105,instead Shop,3.10
102,18,83,401,3,175,picture Shop,3.40
103,68,17,110,6,53,ground Shop,4.10
104,57,65,356,6,50,more Shop,3.30
105,54,18,223,46,18,candidate Shop,4.80
106,10,67,314,15,35,how Shop,5.00
107,47,76,244,41,34,wall Shop,4.00
108,75,74,154,7,45,method Shop,4.70
109,85,44,317,48,42,coach Shop,3.50
110,19,93,331,4,149,discover Shop,4.00
111,27,43,257,41,34,form Shop,4.20
112,28,80,111,5,34,establish Shop,4.20
113,18,3,163,28,2,name Shop,4.50
114,26,96,344,36,94,sister Shop,4.90
115,90,8,307,8,129,century Shop,3.80
116,57,97,311,4,47,single Shop,3.90
117,66,96,428,49,81,wind Shop,3.50
118,28,22,345,29,71,shake Shop,4.00
119,4,65,183,7,88,because Shop,3.20
120,65,13,155,6,15,any Shop,4.20
121,51,64,207,38,47,than Shop,3.90
122,36,46,197,50,30,goal Shop,4.00
123,62,38,440,36,137,question Shop,3.80
124,39,47,423,47,174,protect Shop,4.80
125,62,82,358,30,177,woman Shop,3.10
126,39,65,427,21,92,Republican Shop,3.50
127,27,70,262,25,25,specific Shop,3.90
128,65,0,377,47,142,program Shop,4.00
129,82,20,148,7,32,industry Shop,4.50
130,90,36,453,18,133,none Shop,4.80
131,61,65,197,12,20,group Shop,3.00
132,90,31,269,49,21,ten Shop,3.10
133,33,33,475,35,179,material Shop,4.00
134,37,31,267,11,42,use Shop,3.50
135,6,73,142,15,19,enjoy Shop,3.60
136,41,55,129,43,59,seat Shop,3.40
137,39,96,215,38,23,rich Shop,4.60
138,19,90,292,8,55,spend Shop,4.70
139,47,71,208,34,58,main Shop,4.70
140,63,92,441,48,35,game Shop,3.60
141,43,21,136,17,41,or Shop,3.70
142,63,57,459,50,24,he Shop,3.80
143,57,7,146,4,35,can Shop,3.70
144,59,76,341,23,86,wrong Shop,4.90
145,34,92,140,25,47,same Shop,3.70
146,4,22,333,50,53,price Shop,3.70
147,72,80,377,12,149,across Shop,3.50
148,59,3,198,32,38,simple Shop,4.80
149,69,22,362,28,51,fine Shop,3.40
150,26,70,500,14,93,relationship Shop,4.90
151,37,5,492,41,138,hand Shop,4.60
152,90,33,210,21,36,could Shop,4.30
153,73,99,247,38,106,beat Shop,3.20
154,18,74,482,50,157,want Shop,3.30
155,47,42,115,29,3,woman Shop,3.00
156,63,60,451,35,67,arm Shop,3.90
157,54,16,128,27,53,future Shop,3.60
158,54,8,381,19,58,democratic Shop,3.80
159,47,99,465,34,38,beautiful Shop,4.80
160,26,69,426,14,144,cold Shop,4.40
161,33,6,161,40,1,remember Shop,4.30
162,43,6,182,21,64,cut Shop,4.10
163,19,79,210,27,28,relationship Shop,5.00
164,63,20,259,30,9,show Shop,3.60
165,98,61,418,25,107,anyone Shop,3.60
166,98,11,377,50,65,wear Shop,3.20
167,52,5,185,3,64,affect Shop,4.30
168,6,77,275,31,82,vote Shop,4.50
169,85,16,107,5,8,marriage Shop,4.30
170,19,86,271,9,54,travel Shop,4.70
171,90,61,497,0,113,away Shop,4.10
172,59,49,465,29,211,policy Shop,4.40
173,96,25,396,43,59,reality Shop,4.20
174,40,22,156,10,35,among Shop,4.00
175,85,5,182,40,3,work Shop,3.20
176,63,61,387,50,76,decide Shop,4.90
177,34,51,259,34,59,word Shop,4.50
178,18,51,120,26,53,believe Shop,4.00
179,33,93,487,1,134,many Shop,4.60
180,85,64,162,11,29,social Shop,4.00
181,4,63,470,49,154,high Shop,4.90
182,0,76,102,11,45,itself Shop,3.30
183,90,83,300,13,132,color Shop,4.70
184,6,75,450,29,20,conference Shop,4.70
185,10,61,258,14,0,think Shop,4.50
186,72,63,150,8,17,sing Shop,3.80
187,90,22,344,29,73,senior Shop,3.20
188,39,99,421,46,157,foreign Shop,3.00
189,63,72,119,6,35,hundred Shop,3.60
190,33,17,212,37,9,however Shop,3.70
191,26,8,275,6,121,space Shop,3.20
192,6,95,465,17,41,night Shop,4.20
193,96,10,302,17,130,speech Shop,4.40
194,52,2,197,35,42,about Shop,3.60
195,0,4,340,13,29,thank Shop,4.00
196,18,21,341,12,65,teach Shop,3.60
197,0,14,138,3,22,single Shop,3.20
198,4,64,203,36,91,defense Shop,4.20
199,39,14,373,19,100,candidate Shop,3.20
200,6,88,446,14,199,change Shop,3.30
201,88,85,430,48,89,head Shop,4.70
202,34,90,108,4,52,north Shop,4.20
203,78,23,189,28,62,if Shop,3.10
204,52,12,176,7,46,south Shop,4.00
205,19,84,448,42,162,spend Shop,3.60
206,97,36,157,14,11,sense Shop,3.90
207,69,38,459,1,162,poor Shop,4.60
208,6,62,416,0,41,have Shop,3.70
209,43,53,421,22,47,democratic Shop,4.90
210,34,44,397,28,15,property Shop,4.40
211,13,31,193,5,53,happen Shop,3.20
212,95,92,266,15,82,what Shop,3.00
213,82,89,337,32,69,eight Shop,3.00
214,85,61,260,2,11,onto Shop,3.90
215,61,70,453,17,80,dark Shop,3.80
216,63,43,203,42,0,present Shop,3.20
217,90,42,126,22,0,deep Shop,4.80
218,95,55,350,13,164,future Shop,5.00
219,40,10,435,35,182,cultural Shop,3.20
220,19,34,378,13,107,record Shop,3.40
221,69,20,236,30,16,because Shop,4.50
222,40,55,146,29,4,it Shop,3.10
223,82,30,360,30,112,thought Shop,3.40
224,95,30,392,12,129,interview Shop,4.60
225,47,50,358,45,85,discussion Shop,3.90
226,65,20,443,10,59,address Shop,4.20
227,97,81,485,43,228,exist Shop,4.70
228,62,99,248,36,71,television Shop,3.20
229,96,34,332,47,64,air Shop,4.50
230,51,72,319,11,15,point Shop,4.20
231,61,95,446,27,220,drug Shop,4.80
232,89,26,124,47,2,wear Shop,3.90
233,41,89,167,38,33,grow Shop,4.10
234,89,21,239,16,58,two Shop,3.60
235,41,94,470,26,71,glass Shop,4.30
236,27,22,129,48,9,now Shop,4.10
237,72,14,436,31,137,help Shop,3.60
238,73,58,482,38,149,audience Shop,3.20
239,78,25,431,5,140,run Shop,4.00
240,59,17,140,29,47,fact Shop,5.00
241,6,1,478,13,125,that Shop,3.10
242,75,96,211,40,13,city Shop,4.60
243,39,57,193,5,89,service Shop,4.40
244,62,28,411,18,146,trouble Shop,4.40
245,90,43,495,39,118,rock Shop,4.90
246,6,9,315,47,28,process Shop,4.80
247,95,24,412,33,5,bit Shop,3.30
248,97,44,500,10,15,know Shop,4.80
249,88,57,415,22,104,agree Shop,4.40
250,40,41,454,25,71,teach Shop,3.20
251,92,37,477,21,223,market Shop,4.80
252,43,99,360,46,88,sound Shop,4.50
253,65,24,280,17,20,total Shop,4.30
254,0,88,174,28,64,friend Shop,3.60
255,37,67,238,13,73,best Shop,4.80
256,73,11,326,19,50,four Shop,3.10
257,33,85,380,48,91,do Shop,4.60
258,69,97,199,30,13,establish Shop,4.40
259,33,55,463,46,74,no Shop,4.00
260,72,22,238,16,102,must Shop,3.40
261,62,23,234,4,52,bar Shop,4.70
262,41,76,147,14,7,hour Shop,3.70
263,27,10,121,49,51,speech Shop,4.90
264,80,44,199,37,92,long Shop,4.00
265,69,13,477,42,5,hotel Shop,4.30
266,75,59,406,49,115,community Shop,4.40
267,63,54,319,8,42,someone Shop,4.10
268,85,46,441,15,204,knowledge Shop,3.10
269,52,4,106,8,46,customer Shop,5.00
270,54,17,155,39,24,week Shop,3.60
271,39,70,222,39,110,member Shop,3.60
272,85,80,212,45,12,price Shop,3.20
273,4,21,329,46,9,stock Shop,3.30
274,51,80,194,49,32,avoid Shop,4.10
275,95,34,380,42,27,place Shop,4.30
276,62,95,445,47,192,these Shop,4.20
277,47,12,265,23,118,high Shop,3.30
278,6,55,430,43,64,fight Shop,3.50
279,98,78,359,2,56,and Shop,4.40
280,73,12,485,49,155,tree Shop,4.50
281,51,82,347,44,122,style Shop,4.00
282,75,50,165,14,58,would Shop,4.60
283,54,48,471,44,216,plant Shop,3.90
284,97,85,183,9,48,over Shop,4.10
285,63,29,400,43,70,arm Shop,3.50
286,54,29,174,2,42,knowledge Shop,4.20
287,88,21,384,40,48,sound Shop,4.30
288,40,44,193,16,13,herself Shop,3.80
289,54,7,416,49,30,perform Shop,3.50
290,50,22,278,4,113,home Shop,4.00
291,73,0,390,30,86,citizen Shop,4.90
292,13,93,323,10,124,onto Shop,3.70
293,13,53,268,44,46,help Shop,4.20
294,97,66,254,22,48,through Shop,3.30
295,82,90,163,13,2,can Shop,3.60
296,6,85,379,16,172,specific Shop,3.00
297,46,89,162,47,62,off Shop,4.30
298,4,87,311,0,95,avoid Shop,3.30
299,51,59,182,7,36,true Shop,4.40
300,82,24,326,35,19,sister Shop,4.30
301,13,4,323,38,114,tough Shop,4.70
302,66,38,395,18,144,office Shop,3.70
303,4,8,178,19,2,response Shop,4.20
304,85,12,139,32,33,service Shop,4.50
305,34,33,253,43,82,site Shop,3.00
306,89,67,442,17,86,smile Shop,3.50
307,46,97,460,11,3,serve Shop,5.00
308,37,6,280,12,4,which Shop,3.50
309,56,95,414,16,106,identify Shop,4.00
310,85,32,110,18,41,similar Shop,3.00
311,41,21,445,37,154,mention Shop,3.90
312,96,20,278,19,122,short Shop,5.00
313,72,1,144,19,14,summer Shop,4.90
314,89,97,485,21,193,program Shop,3.80
315,52,25,158,29,47,anyone Shop,5.00
316,10,50,243,49,17,name Shop,4.80
317,75,61,151,11,66,child Shop,4.60
318,69,21,109,22,14,officer Shop,4.80
319,4,33,319,23,131,reduce Shop,5.00
320,26,83,203,10,32,trial Shop,3.50
321,82,73,219,6,25,size Shop,4.80
322,28,46,151,13,21,marriage Shop,4.60
323,19,32,493,21,185,south Shop,4.90
324,72,99,413,9,187,enter Shop,4.30
325,40,96,289,42,21,herself Shop,4.00
326,54,54,408,42,100,almost Shop,3.30
327,56,93,120,3,25,many Shop,4.70
328,28,79,242,14,27,weight Shop,4.60
329,90,50,383,22,164,drive Shop,3.00
330,13,95,289,12,144,collection Shop,4.60
331,6,26,450,0,21,street Shop,4.90
332,63,68,314,41,23,sing Shop,3.20
333,6,57,348,36,106,bring Shop,4.00
334,73,91,467,20,147,peace Shop,4.40
335,85,58,190,41,68,include Shop,4.80
336,66,87,225,10,13,decade Shop,4.60
337,80,79,356,34,6,who Shop,3.30
338,90,87,441,0,196,reveal Shop,4.70
339,43,35,468,34,57,simply Shop,4.40
340,73,66,196,9,52,floor Shop,4.50
341,10,43,375,24,170,he Shop,3.10
342,68,29,459,10,109,factor Shop,4.40
343,63,37,225,36,107,want Shop,3.50
344,95,37,198,29,94,new Shop,5.00
345,90,59,143,0,11,way Shop,3.00
346,68,22,106,36,13,memory Shop,4.00
347,50,45,335,12,13,campaign Shop,3.10
348,98,18,389,5,33,call Shop,3.50
349,0,85,482,49,160,find Shop,4.80
350,51,40,239,36,29,candidate Shop,3.40
351,36,33,479,37,75,purpose Shop,3.80
352,72,24,464,40,76,adult Shop,3.40
353,41,14,374,22,73,control Shop,4.60
354,98,72,482,25,230,protect Shop,4.00
355,68,87,376,7,0,man Shop,3.60
356,10,94,192,39,87,different Shop,4.90
357,51,78,271,42,59,successful Shop,4.80
358,57,71,274,13,117,by Shop,3.40
359,46,78,441,30,124,performance Shop,5.00
360,36,24,149,43,8,marriage Shop,4.00
361,65,71,449,24,39,break Shop,5.00
362,68,56,227,28,83,building Shop,3.30
363,54,49,437,39,106,receive Shop,3.60
364,66,7,429,9,88,end Shop,3.50
365,36,84,159,39,47,response Shop,3.50
366,26,12,166,20,75,significant Shop,4.00
367,56,37,327,46,72,much Shop,3.70
368,18,52,105,23,30,administration Shop,4.50
369,10,96,171,24,50,very Shop,4.70
370,40,82,160,20,8,thank Shop,3.10
371,13,37,140,35,64,act Shop,4.20
372,80,5,499,11,36,inside Shop,4.70
373,97,31,366,19,105,impact Shop,3.90
374,27,34,174,35,45,item Shop,4.50
375,54,64,262,34,130,hot Shop,3.80
376,89,55,492,40,51,heart Shop,3.70
377,75,3,129,45,38,be Shop,4.20
378,40,97,328,28,24,product Shop,4.50
379,66,89,412,23,55,citizen Shop,3.80
380,51,28,294,2,79,class Shop,4.60
381,28,13,298,6,116,kid Shop,4.50
382,59,39,394,5,104,area Shop,3.80
383,27,69,160,45,3,financial Shop,4.10
384,46,61,267,46,112,sure Shop,3.70
385,40,71,439,50,112,hospital Shop,3.40
386,52,54,378,33,43,raise Shop,3.30
387,41,90,168,20,54,future Shop,4.80
388,47,4,116,10,43,economy Shop,4.30
389,41,49,215,32,2,stage Shop,3.70
390,63,62,307,12,113,head Shop,4.90
391,27,3,448,47,124,military Shop,3.90
392,0,73,279,47,63,us Shop,3.50
393,34,17,368,47,151,manager Shop,3.00
394,47,21,456,39,81,probably Shop,4.30
395,96,75,484,46,28,while Shop,3.50
396,19,37,356,15,38,personal Shop,4.50
397,85,94,158,30,74,plant Shop,3.90
398,52,40,162,26,74,chance Shop,4.10
399,46,64,492,5,85,nor Shop,3.10
400,46,55,250,21,22,commercial Shop,5.00
401,33,72,285,27,134,voice Shop,3.30
402,37,52,238,1,34,there Shop,3.40
403,27,71,458,40,55,job Shop,4.90
404,36,22,419,20,5,on Shop,3.80
405,54,2,414,50,15,generation Shop,4.30
406,70,2,450,36,188,ten Shop,3.70
407,10,56,377,33,9,suddenly Shop,3.40
408,57,21,383,13,124,until Shop,4.10
409,52,29,448,44,88,class Shop,3.20
410,26,91,141,28,37,answer Shop,4.70
411,40,33,405,16,74,positive Shop,4.30
412,72,88,459,21,65,day Shop,3.50
413,62,60,483,15,194,stop Shop,4.40
414,75,60,202,26,36,marriage Shop,3.70
415,19,28,273,6,74,firm Shop,5.00
416,92,80,184,5,92,lose Shop,4.70
417,90,56,206,45,81,conference Shop,4.50
418,19,57,299,38,44,agent Shop,3.50
419,43,70,283,32,128,very Shop,4.10
420,40,85,397,34,105,song Shop,3.60
421,50,29,250,44,65,pretty Shop,3.70
422,26,1,443,1,202,wall Shop,4.80
423,0,99,294,20,90,able Shop,3.30
424,46,14,125,8,37,put Shop,3.80
425,89,81,483,16,41,population Shop,4.10
426,28,8,203,16,38,indeed Shop,5.00
427,54,62,294,31,40,again Shop,4.60
428,0,25,500,42,195,hotel Shop,3.30
429,33,23,196,16,90,American Shop,3.10
430,26,13,439,21,179,him Shop,3.20
431,96,46,125,31,43,beyond Shop,3.60
432,75,71,136,14,8,because Shop,3.40
433,46,21,185,22,70,easy Shop,4.10
434,62,33,456,43,50,threat Shop,4.70
435,50,96,470,38,59,catch Shop,3.10
436,18,11,484,39,230,theory Shop,4.70
437,65,36,194,37,12,old Shop,3.80
438,95,48,281,36,14,just Shop,4.20
439,34,86,408,8,87,throw Shop,4.70
440,66,77,235,18,65,from Shop,4.70
441,97,75,425,34,40,fly Shop,3.70
442,89,17,321,25,31,station Shop,3.70
443,56,91,133,21,60,on Shop,3.50
444,90,97,150,18,50,and Shop,4.00
445,0,55,251,2,120,read Shop,3.30
446,73,26,396,45,112,perform Shop,4.50
447,63,73,424,33,32,economy Shop,3.30
448,4,60,225,41,83,deep Shop,4.70
449,0,23,339,29,5,team Shop,4.60
450,66,71,113,1,3,book Shop,4.30
451,4,91,241,37,75,hand Shop,4.30
452,82,27,381,36,75,star Shop,4.10
453,61,84,255,1,58,lawyer Shop,3.60
454,4,32,462,13,62,say Shop,4.50
455,70,96,135,38,32,player Shop,3.40
456,75,1,351,44,153,benefit Shop,3.40
457,0,21,113,14,32,choose Shop,4.20
458,62,92,394,22,103,wrong Shop,3.20
459,28,16,365,0,11,from Shop,4.30
460,92,35,110,0,11,around Shop,4.90
461,70,72,397,31,138,face Shop,3.00
462,82,1,368,44,9,find Shop,5.00
463,95,3,172,13,66,blood Shop,4.30
464,65,43,401,35,71,election Shop,3.20
465,50,86,150,4,69,dream Shop,4.80
466,36,51,290,22,2,federal Shop,4.30
467,4,51,313,50,33,better Shop,3.90
468,89,36,102,18,45,professional Shop,4.20
469,89,84,279,47,93,mention Shop,3.50
470,82,21,448,8,82,cover Shop,3.90
471,19,4,292,45,102,may Shop,3.20
472,96,62,382,11,0,win Shop,4.60
473,73,67,486,32,41,again Shop,4.30
474,68,55,137,44,0,great Shop,4.50
475,36,58,391,19,63,bed Shop,3.60
476,82,6,192,20,17,less Shop,3.50
477,66,40,495,9,244,son Shop,3.70
478,28,96,137,33,31,feeling Shop,3.60
479,57,41,454,45,193,off Shop,3.30
480,6,41,376,16,140,return Shop,4.60
481,69,3,318,36,71,sing Shop,4.80
482,66,15,328,21,84,main Shop,4.40
483,63,16,161,49,37,will Shop,4.20
484,69,75,140,36,54,catch Shop,4.50
485,72,44,105,19,5,way Shop,3.00
486,19,75,163,48,56,through Shop,3.20
487,85,81,466,40,212,evening Shop,4.10
488,75,39,265,16,30,recognize Shop,3.70
489,34,14,311,2,73,green Shop,3.80
490,47,35,492,9,194,its Shop,5.00
491,0,32,377,23,5,lay Shop,4.60
492,40,45,259,16,7,population Shop,4.20
493,54,30,271,5,101,work Shop,4.10
494,36,90,445,0,107,memory Shop,3.60
495,47,32,357,23,48,music Shop,4.80
496,4,76,382,33,21,election Shop,4.80
497,61,79,157,38,37,bill Shop,3.30
498,26,23,380,0,55,serious Shop,4.20
499,37,17,297,44,147,matter Shop,4.60
500,61,4,185,46,67,those Shop,3.70
501,75,92,386,36,87,could Shop,3.10
502,70,46,147,36,40,address Shop,3.40
503,19,20,132,37,42,commercial Shop,3.20
504,85,59,360,39,74,significant Shop,3.00
505,73,76,298,11,132,relate Shop,4.60
506,95,90,292,46,136,go Shop,4.10
507,97,65,303,28,148,yourself Shop,5.00
508,4,56,251,30,54,back Shop,4.80
509,4,7,190,31,67,skill Shop,4.30
510,36,29,421,42,149,ago Shop,4.70
511,4,15,127,15,5,black Shop,4.70
512,75,46,307,29,136,board Shop,3.70
513,27,60,449,0,22,common Shop,3.60
514,46,84,408,13,29,color Shop,3.20
515,37,48,401,24,22,language Shop,3.20
516,98,32,202,24,61,nearly Shop,4.40
517,18,85,382,12,188,spend Shop,3.80
518,18,5,359,33,149,one Shop,4.30
519,68,59,253,39,90,else Shop,4.20
520,95,96,423,39,190,course Shop,3.90
521,28,9,271,36,118,run Shop,4.90
522,88,52,445,6,145,any Shop,4.50
523,39,63,253,37,87,end Shop,5.00
524,19,38,282,33,67,picture Shop,5.00
525,10,72,184,26,59,heavy Shop,3.70
526,43,45,460,44,49,ground Shop,4.70
527,98,51,347,17,41,sound Shop,4.10
528,92,38,391,4,29,material Shop,3.40
529,52,93,355,17,4,sport Shop,4.10
530,57,43,316,33,79,let Shop,3.60
531,34,55,334,26,9,best Shop,3.60
532,27,28,240,42,39,side Shop,4.80
533,85,75,382,9,27,fast Shop,4.70
534,13,38,146,22,20,wife Shop,3.10
535,98,24,256,33,37,which Shop,3.30
536,62,48,361,20,115,wish Shop,4.30
537,89,37,428,14,126,mother Shop,3.90
538,80,34,267,35,117,if Shop,3.00
539,51,39,258,7,127,market Shop,3.20
540,88,6,467,11,148,defense Shop,3.30
541,50,23,497,32,68,any Shop,4.80
542,63,6,137,40,58,catch Shop,4.90
543,39,29,417,25,103,she Shop,4.10
544,34,85,348,39,56,remain Shop,3.40
545,4,10,340,25,59,news Shop,4.30
546,65,47,319,14,102,figure Shop,3.50
547,66,44,437,26,143,seek Shop,3.80
548,54,94,400,29,0,use Shop,4.80
549,6,81,227,33,25,other Shop,3.60
550,63,98,210,33,56,guy Shop,3.40
551,54,77,117,34,45,person Shop,3.90
552,18,78,347,9,0,ahead Shop,3.60
553,54,58,112,42,4,hand Shop,4.40
554,89,23,186,2,17,push Shop,3.10
555,72,87,470,6,95,everything Shop,4.20
556,34,10,185,20,2,lead Shop,3.70
557,88,5,240,38,117,sell Shop,3.70
558,73,42,150,46,36,international Shop,4.80
559,85,38,414,46,174,animal Shop,3.40
560,51,37,125,4,45,energy Shop,5.00
561,63,69,490,8,162,hold Shop,4.10
562,13,18,265,30,104,share Shop,4.60
563,46,39,416,8,158,country Shop,4.10
564,39,64,414,34,57,direction Shop,4.60
565,40,35,173,7,30,task Shop,4.60
566,97,48,376,36,106,feeling Shop,4.10
567,82,87,455,37,208,back Shop,3.10
568,54,60,488,47,69,investment Shop,4.80
569,50,17,290,20,124,single Shop,3.80
570,40,87,232,19,22,detail Shop,3.00
571,65,67,191,50,58,teach Shop,4.90
572,95,68,316,21,102,hit Shop,3.60
573,41,25,221,38,31,thank Shop,3.90
574,68,95,315,11,29,fast Shop,4.20
575,90,48,286,5,65,investment Shop,4.10
576,89,79,466,9,178,value Shop,3.80
577,13,1,362,21,80,spend Shop,3.50
578,47,20,405,38,113,stage Shop,3.30
579,97,19,230,50,55,main Shop,5.00
580,28,73,205,22,3,fine Shop,4.30
581,63,26,432,49,44,body Shop,3.80
582,62,79,307,32,44,without Shop,4.20
583,72,3,209,5,48,medical Shop,3.60
584,66,28,240,43,79,likely Shop,3.90
585,33,30,169,23,72,most Shop,4.70
586,33,81,482,13,143,market Shop,3.10
587,90,35,297,17,100,its Shop,4.30
588,61,59,474,38,125,mouth Shop,4.50
589,89,94,303,24,127,line Shop,4.00
590,4,29,453,42,159,behavior Shop,3.90
591,41,44,327,7,143,describe Shop,3.70
592,28,93,197,6,45,plant Shop,4.90
593,33,28,169,50,33,parent Shop,5.00
594,82,64,127,18,31,them Shop,3.80
595,90,65,129,37,54,detail Shop,4.70
596,59,57,397,2,7,each Shop,4.00
597,40,16,336,47,46,increase Shop,3.40
598,47,9,448,39,0,then Shop,4.90
599,57,44,270,50,52,central Shop,4.00
600,27,33,408,34,134,already Shop,4.00
601,52,46,204,46,18,recent Shop,3.90
602,18,26,294,50,127,lose Shop,4.10
603,89,32,285,34,107,fast Shop,3.70
604,61,66,383,47,87,necessary Shop,4.10
605,43,22,446,9,212,explain Shop,3.10
606,27,17,327,47,103,reach Shop,4.30
607,59,42,384,31,50,example Shop,4.70
608,80,54,190,15,51,why Shop,3.60
609,13,14,281,20,126,something Shop,3.20
610,90,23,395,20,10,from Shop,4.10
611,13,24,217,7,72,town Shop,3.00
612,0,48,470,12,226,full Shop,4.50
613,18,20,393,4,26,mission Shop,3.10
614,50,77,488,1,12,president Shop,4.90
615,33,5,368,25,152,interest Shop,3.80
616,28,12,179,34,67,then Shop,4.00
617,97,26,439,34,157,position Shop,3.10
618,69,99,466,44,153,represent Shop,4.60
619,78,33,210,8,38,nothing Shop,4.30
620,41,40,249,17,13,new Shop,3.70
621,85,40,360,2,59,plan Shop,4.00
622,28,37,321,44,95,return Shop,4.30
623,4,69,115,42,55,alone Shop,4.50
624,18,25,483,49,61,item Shop,3.40
625,47,49,347,20,89,fly Shop,3.70
626,75,33,397,11,103,five Shop,3.90
627,43,31,168,26,44,film Shop,3.60
628,95,6,431,6,33,hit Shop,4.40
629,33,18,209,50,45,prepare Shop,3.40
630,54,4,100,3,39,above Shop,3.50
631,66,73,391,46,89,away Shop,4.20
632,47,34,225,24,90,campaign Shop,4.70
633,90,27,208,42,93,significant Shop,4.70
634,98,36,474,7,78,drug Shop,4.00
635,18,24,434,14,16,never Shop,3.00
636,40,30,172,20,26,PM Shop,3.50
637,43,13,310,22,39,nor Shop,3.70
638,28,85,426,44,50,rise Shop,4.00
639,34,24,450,45,103,series Shop,4.00
640,82,29,217,40,30,eye Shop,3.10
641,75,40,101,8,42,hospital Shop,4.30
642,92,72,149,3,5,individual Shop,4.00
643,0,7,298,48,143,management Shop,3.80
644,39,21,398,35,43,wide Shop,4.80
645,27,80,423,31,146,place Shop,4.60
