44,23,626,1976-12-16 20:31:56.062860
45,39,176,1976-12-12 20:30:19.022814
46,22,1869,1986-09-23 19:32:47.770992
47,41,1254,2014-03-06 04:20:24.459249
48,63,1949,1971-09-06 21:03:17.132595
49,20,1350,1973-12-25 21:02:35.407850
50,4,1039,1985-02-01 05:24:27.434806
51,60,1421,1987-11-10 00:11:28.871165
52,12,1704,2011-07-14 07:16:49.001876
53,28,1322,1978-05-27 01:04:21.079454
54,44,1334,2020-08-07 15:01:45.323498
55,31,1112,1982-09-28 13:07:51.222411
56,74,732,1980-10-21 19:31:59.325442
57,47,1084,2001-09-29 07:58:04.076088
58,8,924,2009-09-23 22:04:07.409537
59,11,905,1998-03-21 12:53:07.928270
60,50,1635,1980-01-06 21:22:09.481764
61,50,1422,2020-10-13 02:17:21.293451
62,24,1146,2020-05-31 22:26:36.054478
63,2,730,1989-11-13 17:41:47.131223
64,88,1849,1991-05-12 12:49:55.737247
65,41,1175,2001-07-15 13:46:12.131523
66,66,869,1999-01-10 07:12:00.672801
67,97,392,1994-06-27 16:39:49.711682
68,27,40,1983-04-12 17:51:40.334524
69,36,1591,1977-05-13 06:35:43.731704
70,76,561,1987-04-04 16:44:28.688500
71,10,1030,1988-05-10 15:00:15.564707
72,45,454,1982-05-11 18:25:04.026272
73,89,1930,1994-09-12 18:55:43.991306
74,86,1479,1985-08-25 17:23:47.219039
75,74,282,1992-08-27 14:47:20.025991
76,53,533,1973-04-01 14:52:56.547766
77,64,1695,1980-02-22 15:35:40.254769
78,56,1543,1983-09-04 10:42:14.260812
79,15,438,1995-07-18 18:31:26.158036
80,56,179,1993-07-25 10:43:48.612484
81,3,429,1976-06-17 00:09:00.193384
82,26,1193,1988-06-04 13:10:11.625121
83,90,1193,2018-12-14 05:55:34.305737
84,36,17,1976-01-12 21:03:21.243716
85,24,1089,2014-07-14 09:35:02.710031
86,52,198,1976-11-28 05:34:55.055752
87,61,1499,1993-11-01 11:38:38.669930
88,82,1029,2021-05-02 10:16:40.726983
89,55,1042,1976-05-14 02:53:41.768080
90,16,19,1970-11-28 18:18:57.431588
91,48,825,2010-01-08 06:27:50.953968
92,24,1321,1985-12-18 04:52:28.267063
93,8,1849,2003-08-31 02:05:45.860754
94,52,688,1999-07-25 22:31:28.945075
95,37,805,2001-01-07 08:47:37.676967
96,69,1294,1992-11-29 02:55:38.597207
97,61,752,1999-02-26 18:46:19.464516
98,74,626,2002-01-17 02:59:48.192212
99,67,1411,1982-01-02 10:27:46.821734
100,45,32,2018-10-09 01:07:40.967187
101,6,1155,2024-06-25 19:24:07.860918
102,12,24,1973-04-02 08:05:55.367792
103,30,992,1975-12-30 00:45:43.086884
104,37,854,2015-03-21 11:51:03.223252
105,66,114,1996-08-28 14:15:12.525642
106,45,1825,2003-09-18 23:00:01.353278
107,48,510,2002-03-11 20:38:32.266640
108,13,29,1999-03-09 10:41:59.221877
109,65,166,1998-03-04 04:12:15.488980
110,46,1136,1976-11-27 03:16:30.928027
111,61,1802,2005-02-06 19:50:37.639357
112,70,257,2009-04-24 19:24:00.308600
113,45,1931,1986-10-16 02:31:17.279826
114,75,782,2011-04-24 14:34:45.372904
115,51,698,2007-12-28 11:01:43.018138
116,39,556,1992-09-25 15:37:07.331028
117,39,1395,1975-08-26 09:09:01.320553
118,66,1786,2024-07-24 02:24:13.040771
119,70,1156,2022-06-18 17:18:15.906763
120,6,1737,1987-08-26 12:16:16.458831
121,35,1109,1990-10-14 10:47:29.864324
122,98,373,1973-06-26 08:35:57.852259
123,91,1920,1991-03-05 00:27:10.812392
124,20,784,1982-05-06 09:44:17.548013
125,13,1303,1982-03-06 04:00:29.542308
126,59,1441,2014-07-03 19:20:43.385337
127,21,0,2018-08-13 00:22:01.601001
128,52,1876,1990-11-16 18:33:34.220012
129,49,1074,1970-12-05 22:55:01.112400
130,90,869,2010-06-18 14:17:05.672458
131,56,1175,1988-02-09 23:22:22.801314
132,98,1803,1994-01-26 20:58:13.462681
133,22,1852,1971-03-29 05:03:17.277760
134,93,188,2009-01-29 03:01:18.013303
135,2,1739,2005-05-14 11:19:07.980717
136,19,1331,2011-07-13 04:49:45.489126
137,64,1317,2000-06-12 17:45:50.151944
138,66,698,1976-04-15 14:47:40.376662
139,77,1023,2000-09-27 19:26:08.627019
140,27,210,2000-09-11 23:35:51.530908
141,34,898,1996-05-03 03:33:50.056091
142,46,1121,2002-12-30 17:24:52.816572
143,84,1128,1998-08-20 22:26:58.462792
144,54,1911,1997-04-23 11:41:24.431208
145,1,1010,1994-10-29 07:06:13.670862
146,23,573,2010-12-19 20:12:18.998903
147,98,1148,1972-07-17 07:41:30.262697
148,30,1182,2014-07-09 18:21:26.535895
149,7,1118,1988-05-26 12:22:18.166586
150,54,1524,2014-11-04 00:09:52.505269
151,93,1888,1984-04-16 16:16:14.197331
152,31,1262,1986-05-23 07:32:04.314759
153,6,211,1987-11-28 16:56:48.189844
154,73,189,1978-12-13 12:59:04.761383
155,64,337,1989-04-22 22:16:55.389650
156,58,1408,1993-05-22 01:03:58.264144
157,0,1039,2009-06-30 02:08:20.206175
158,22,1804,1997-07-28 08:07:31.231115
159,65,253,2011-12-26 00:24:48.109054
160,47,1831,1980-09-02 17:31:51.900961
161,54,52,1982-01-27 11:14:55.965418
162,45,273,2009-02-27 14:35:23.785475
163,31,798,1972-04-14 21:45:35.898607
164,58,475,2022-02-13 19:54:14.455158
165,93,905,1995-12-29 03:35:59.974759
166,53,160,1982-10-05 10:53:49.250604
167,38,1592,2001-07-18 15:01:05.077472
168,81,972,2020-12-03 15:51:00.393940
169,63,1435,1996-10-08 03:22:20.866371
170,95,173,1989-07-15 05:40:46.905447
171,80,965,2020-04-06 15:22:55.395876
172,63,1639,1970-10-28 14:23:27.311345
173,17,714,1978-09-30 15:15:39.718641
174,42,1485,1975-06-09 08:50:47.932634
175,97,1175,1986-02-28 13:36:15.545334
176,90,1258,2017-05-30 09:43:33.880634
177,41,1510,2014-12-29 21:49:57.573021
178,49,1233,2019-11-11 07:26:56.193627
179,88,1522,2015-04-19 17:23:24.733373
180,3,71,2021-12-08 13:07:03.493302
181,83,33,2022-03-15 09:11:44.301782
182,54,724,1997-10-08 08:49:53.384421
183,3,1292,1971-01-12 17:04:20.344947
184,17,1607,2022-11-17 06:20:38.432967
185,91,111,1979-05-08 14:47:25.492157
186,84,974,2015-12-11 06:30:32.671873
187,12,959,1995-08-14 09:58:03.474580
188,38,1454,1993-10-29 15:43:52.055796
189,84,98,1971-06-11 20:37:31.193659
190,19,895,1988-02-08 18:37:36.610917
191,88,1754,1988-10-06 15:45:25.828223
192,43,1644,2013-12-27 19:39:33.644359
193,40,379,2001-12-04 02:52:56.187375
194,67,378,2023-01-24 00:15:36.545786
195,53,1696,1987-02-07 22:49:51.344657
196,65,723,1971-04-20 09:58:59.858163
197,35,1697,2021-02-13 08:01:35.004995
198,15,1402,2003-05-16 21:57:30.807720
199,30,794,2015-09-24 21:11:24.481103
200,78,312,2000-05-05 17:06:09.829417
201,1,1561,1995-04-10 21:05:46.964551
202,93,192,1993-06-29 20:45:23.370950
203,66,1490,1987-09-01 13:44:53.123785
204,90,517,1977-01-27 19:08:54.831333
205,33,1902,2016-03-12 06:47:22.768349
206,35,791,1997-07-10 03:30:45.425302
207,79,280,1996-07-13 23:54:20.999041
208,50,52,2022-05-25 07:12:48.437473
209,84,844,1998-08-20 10:55:21.789075
210,23,1254,2018-03-06 00:40:36.723679
211,1,1536,1981-10-24 16:07:35.683394
212,88,907,2014-08-17 01:47:37.427768
213,92,179,1975-06-17 02:49:44.869867
214,33,1338,1988-10-16 17:26:49.727212
215,74,898,2003-06-01 05:33:22.971674
216,71,621,1980-10-11 03:05:05.497891
217,9,1806,1973-06-13 20:48:26.281824
218,52,145,2015-07-28 19:18:09.521875
219,57,345,2022-06-16 04:56:47.070347
220,53,32,1988-11-11 08:32:40.552286
221,28,1405,1982-04-14 21:13:28.260228
222,84,1288,2007-09-08 10:08:38.770635
223,59,353,1980-11-22 13:08:21.822297
224,7,1668,2021-04-03 20:58:10.946659
225,23,1289,1984-06-03 17:01:46.838528
226,77,1179,2024-03-20 14:56:40.683988
227,48,771,2004-03-16 19:24:28.805304
228,34,1400,2002-08-03 10:19:24.091290
229,26,1267,2018-03-14 19:24:54.914631
230,43,965,1981-03-11 09:05:11.956515
231,77,517,1988-04-12 05:35:21.062891
232,15,1839,2012-08-24 20:47:14.958213
233,37,1331,2005-06-09 10:59:13.572757
234,70,1186,2004-09-08 00:15:37.939098
235,60,311,2005-12-01 04:57:07.136495
236,44,1330,2004-03-24 03:39:34.247145
237,86,715,1998-03-14 18:40:09.394509
238,63,661,2010-11-23 23:40:13.550368
239,73,287,1986-01-23 12:12:51.974262
240,87,51,1977-05-26 18:41:57.263830
241,66,1091,1974-04-06 15:20:35.753534
242,80,1455,2000-11-08 02:26:53.345259
243,78,1635,2024-02-21 01:12:20.698719
244,39,412,1984-06-04 07:49:32.384358
245,22,389,2024-03-10 19:06:53.783370
246,61,1804,2004-03-07 08:08:17.354584
247,4,771,1981-11-06 14:18:41.596702
248,63,1436,1997-12-17 04:15:18.959973
249,1,448,1979-07-18 11:08:18.631613
250,33,257,1989-05-13 23:08:42.504664
251,97,425,1973-04-06 06:50:56.801836
252,50,503,2002-07-01 11:42:26.319273
253,97,1188,1997-03-28 05:29:04.835958
254,22,464,2010-04-19 23:22:18.261338
255,48,199,1981-11-13 19:25:09.636708
256,56,1099,2004-02-19 08:58:23.181398
257,14,825,2021-06-05 19:31:48.091816
258,55,1289,2023-07-20 05:09:44.674436
259,30,272,2004-03-31 13:25:50.412189
260,78,1872,1987-08-05 02:47:45.157877
261,98,122,1973-01-24 22:34:07.637714
262,35,1175,2024-11-01 02:48:45.304664
263,67,1476,2007-06-26 13:48:51.887551
264,27,1656,2001-02-27 12:28:35.343068
265,68,1970,1978-02-17 16:06:04.128402
266,34,81,2017-04-30 13:02:30.955183
267,41,397,2023-11-20 19:36:55.841451
268,80,1067,2011-06-19 07:56:15.544729
269,81,1989,2019-02-11 16:45:34.451034
270,90,253,2006-09-08 06:15:30.728738
271,64,1303,2009-03-24 03:19:14.387074
272,34,1073,2002-08-30 01:55:50.114096
273,11,897,1987-04-02 20:11:00.267077
274,36,43,1974-01-07 03:23:03.720496
275,6,1756,2000-02-13 05:05:48.537257
276,83,338,2015-01-14 21:05:55.605908
277,3,1433,1992-02-07 17:46:02.649163
278,53,427,2020-02-09 23:48:14.699266
279,97,1790,2014-04-04 23:17:36.517796
280,85,1863,2010-12-22 02:22:16.843893
281,97,1522,1981-12-26 08:46:29.124629
282,22,1066,1999-10-27 16:12:59.802906
283,32,399,2015-05-15 22:30:31.203054
284,23,1779,1983-11-12 10:13:26.186851
285,14,192,2014-03-24 16:33:45.378312
286,33,1690,2004-10-20 06:46:14.788941
287,47,755,1989-01-13 01:10:01.492078
288,9,1097,1997-09-12 19:46:41.917007
289,48,1592,2019-08-04 19:10:44.340912
290,80,967,2005-08-30 13:19:51.474299
291,15,1215,1988-03-10 06:26:11.213338
292,51,337,1972-05-02 22:07:36.933385
293,45,241,2000-06-02 22:38:48.756432
294,63,1930,1986-02-20 22:51:30.678926
295,81,1089,2020-04-21 23:24:44.425109
296,82,181,2011-09-16 23:19:25.849034
297,89,1787,1998-09-04 21:06:30.784880
298,14,1569,1994-09-11 23:23:49.845986
299,84,1516,2011-03-13 16:50:01.288949
300,75,1034,1980-07-01 18:52:10.642306
301,43,257,2024-09-30 02:04:14.990619
302,93,1223,1976-10-01 07:42:58.285574
303,35,1961,1972-04-10 16:31:55.233382
304,15,834,1986-11-15 13:23:15.181954
305,45,52,2016-07-05 04:01:06.363761
306,46,1431,2003-02-05 00:51:05.952704
307,46,69,1987-07-25 00:45:14.230982
308,0,1902,2006-12-13 19:32:16.616925
309,14,382,2016-05-29 13:58:39.057980
310,41,1100,2005-01-23 10:44:40.037532
311,30,1693,1975-11-15 13:38:30.439964
312,75,1539,2004-07-08 11:47:26.632161
313,83,1204,2018-10-23 01:56:35.442696
314,42,289,1970-11-07 09:51:16.705487
315,79,499,1982-02-14 14:18:11.247948
316,42,854,1981-08-16 14:18:05.982919
317,75,371,1993-05-22 02:53:10.335920
318,46,1701,1979-08-28 17:39:21.850367
319,24,212,1995-12-23 14:01:55.729197
320,23,630,1986-02-01 01:53:50.837004
321,56,528,1996-09-16 13:26:05.859439
322,92,1029,2015-02-09 04:49:00.950409
323,40,1268,1981-06-11 05:23:13.408714
324,7,84,2002-03-02 22:52:00.196371
325,63,1247,1990-08-29 08:04:23.979949
326,33,834,2012-01-19 20:49:59.307414
327,10,1715,1999-05-01 17:45:23.264387
328,64,591,2022-12-20 19:50:57.021218
329,28,719,1988-12-25 15:50:00.334175
330,43,1035,2011-11-01 23:54:34.654183
331,49,725,1990-06-07 20:06:54.525052
332,86,730,1977-07-26 08:07:02.294024
333,49,161,2024-07-31 06:31:11.105599
334,75,1245,1981-05-14 12:36:27.022871
335,22,1037,2010-11-04 00:15:30.534562
336,68,327,2005-03-15 12:20:19.671796
337,28,497,2002-06-08 21:10:33.407574
338,5,1119,1971-02-18 07:29:11.720421
339,72,373,2015-10-25 14:06:13.586811
340,40,1466,1973-09-22 05:53:16.719470
341,84,176,1999-01-23 21:41:34.628448
342,53,220,1997-11-17 21:04:20.758447
343,13,1526,1995-06-05 13:36:18.125788
344,22,1450,1997-11-10 00:42:22.721616
345,21,1608,1978-01-27 19:45:09.092231
346,21,552,2000-06-13 17:57:55.744604
347,35,1510,2014-01-31 05:20:00.341237
348,17,469,2000-02-02 07:39:18.618181
349,26,59,1990-05-05 23:44:52.615389
350,13,440,2004-08-01 17:36:43.614940
351,95,483,1986-12-18 16:41:01.367646
352,91,1313,2020-12-28 23:42:04.830088
353,74,992,1980-03-03 04:43:22.946739
354,18,1761,2022-06-12 08:10:31.493199
355,41,1572,1998-11-03 15:38:40.683022
356,12,805,1998-05-01 12:34:54.923281
357,12,1773,1983-01-03 04:13:10.589495
358,52,1796,1975-04-08 06:21:43.158270
359,62,686,2005-09-20 04:45:52.316711
360,43,568,2002-12-07 19:52:41.422159
361,0,1445,2000-07-23 23:24:19.041404
362,14,1395,1976-08-20 22:25:12.697271
363,51,718,2008-07-17 08:38:37.037765
364,20,1094,2017-05-26 18:14:11.536737
365,9,745,2018-04-16 20:17:51.097462
366,73,373,2021-03-16 23:56:14.085564
367,47,243,2008-11-13 22:26:05.399681
368,92,1227,1978-10-27 10:00:27.611179
369,52,1267,2016-01-21 03:05:43.620749
370,94,661,1973-04-14 13:25:09.597933
371,33,1790,1998-01-12 15:10:04.137243
372,40,1836,1996-06-20 11:24:06.653399
373,39,972,1980-08-13 20:33:58.917899
374,88,5,2015-04-21 16:19:17.689123
375,96,141,1973-04-24 07:13:08.964668
376,97,1020,1990-08-14 06:37:32.743465
377,26,1198,1988-11-26 07:54:40.200580
378,28,678,2000-04-09 16:58:51.885278
379,67,1879,2010-03-29 04:04:25.813734
380,36,837,2000-01-04 19:15:03.124837
381,77,1991,1990-02-19 17:14:30.520141
382,97,1530,1999-12-13 09:43:50.058455
383,74,969,1992-10-09 19:09:18.587802
384,79,437,2013-08-10 09:21:10.515891
385,41,1116,2024-05-29 23:41:25.505291
386,89,1934,2013-08-11 15:20:36.216053
387,68,1488,1980-01-12 17:23:29.323307
388,13,321,2003-10-30 19:52:03.003988
389,33,175,1980-05-05 02:21:11.519957
390,44,1993,1998-04-03 19:47:30.002224
391,96,1401,1995-05-14 07:18:08.812616
392,98,699,2014-01-15 09:05:15.873788
393,21,835,1972-10-30 06:14:10.982114
394,56,265,2021-10-02 15:53:08.823388
395,79,1933,1981-07-10 14:47:23.782815
396,24,1636,1987-05-07 21:38:26.490960
397,25,1400,2003-10-30 17:03:13.202517
398,60,1403,2018-08-22 22:41:19.550382
399,1,1318,2009-05-27 03:22:20.436760
400,42,1258,1992-04-30 07:37:24.142046
401,59,257,1991-10-03 08:16:52.736039
402,18,674,2014-04-14 13:27:08.556468
403,41,845,2016-04-18 11:32:08.528228
404,72,754,1994-02-03 22:30:04.203428
405,31,1668,1975-08-26 07:41:28.606491
406,92,195,2003-01-30 01:51:53.181731
407,86,1608,1995-03-23 22:16:15.182474
408,56,1839,2005-05-03 02:11:36.835432
409,68,627,1989-04-03 07:17:23.054988
410,35,482,1984-09-15 22:35:00.750602
411,7,1400,1981-08-21 17:14:23.069920
412,54,628,2003-07-15 23:35:03.243879
413,37,1595,1980-03-03 14:00:35.745392
414,91,214,2000-03-23 19:11:34.715458
415,67,1597,2002-07-21 21:53:51.875939
416,88,364,2021-03-28 17:10:52.109011
417,17,1968,1974-02-12 08:22:26.118974
418,19,788,1976-10-02 15:31:56.978214
419,76,1967,1985-10-01 00:51:32.100564
420,44,280,1979-05-21 03:57:14.174962
421,9,1807,1984-07-31 20:09:18.512077
422,24,1872,2011-02-21 22:04:35.238279
423,45,1926,2013-11-11 15:15:03.129966
424,41,666,1984-10-05 04:34:51.286415
425,4,874,1988-06-30 13:44:35.910683
426,39,351,1984-08-16 09:46:07.349949
427,25,1411,2003-02-16 15:00:46.100153
428,48,1033,1970-04-14 21:33:31.260643
429,82,598,2001-04-07 14:08:52.630983
430,40,51,1999-10-28 22:02:44.146714
431,58,1120,1996-03-13 05:58:41.752884
432,69,924,2003-01-18 21:48:51.592736
433,58,1920,2007-12-26 08:38:59.725271
434,16,1115,1998-03-19 14:41:47.398631
435,95,992,1981-10-03 08:34:24.235382
436,50,1840,1976-09-15 05:28:11.137676
437,44,1242,2010-04-27 01:58:39.066761
438,49,1283,2016-07-04 22:41:51.247173
439,37,1422,1985-09-30 12:26:42.779894
440,37,278,1980-02-01 15:07:47.907251
441,33,1802,2007-09-04 05:21:07.793229
442,1,1540,2008-12-08 13:26:46.469391
443,61,185,1999-12-22 03:09:57.749528
444,66,1061,1979-05-03 02:55:12.891679
445,84,1330,2008-08-06 12:20:15.901856
446,48,147,1987-04-12 13:33:16.660158
447,5,835,1997-11-17 22:19:51.439002
448,81,1404,1972-01-10 01:56:13.663231
449,71,1705,1970-01-27 20:54:51.271131
450,87,8,1997-03-02 13:34:49.008457
451,88,1568,1998-02-06 15:53:30.202398
452,43,911,2011-11-14 12:53:38.256015
453,75,685,2004-09-22 23:12:02.653176
454,40,1111,2010-03-28 12:22:20.225089
455,68,1991,2020-05-14 07:14:15.902137
456,60,1144,1980-04-13 02:43:04.913002
457,15,1079,2018-02-16 04:26:17.755597
458,48,835,1988-02-02 23:55:18.024464
459,1,1331,2000-02-01 13:59:05.573073
460,68,184,1978-12-07 13:57:49.965559
461,77,14,2011-08-13 20:09:57.605604
462,61,148,1989-07-04 23:45:41.340619
463,9,1827,1994-07-01 10:25:22.290590
464,4,1828,1974-10-11 04:51:53.239366
465,74,1156,1990-06-12 02:49:13.670115
466,54,965,1994-10-31 07:19:59.264164
467,74,1733,2004-01-30 13:17:59.049890
468,54,265,2009-05-17 09:33:52.690514
469,42,14,2007-05-05 16:25:32.625135
470,58,211,1974-02-02 13:33:08.767738
471,52,1767,2000-10-31 19:50:58.385889
472,29,84,1989-03-15 04:56:21.013026
473,85,1752,1986-02-21 12:45:42.999763
474,94,755,1991-10-01 10:25:22.526952
475,23,823,1974-08-12 15:57:43.439659
476,26,1834,1970-07-29 15:46:20.634707
477,9,931,1984-03-31 06:17:00.023610
478,68,1757,2005-12-03 04:35:21.236821
479,38,69,1985-04-26 03:08:14.092286
480,45,1384,1970-03-31 08:26:19.441299
481,24,494,1985-06-13 16:06:53.831668
482,81,498,2023-05-16 13:03:14.617858
483,26,1903,1997-11-09 14:27:20.999766
484,43,1944,2016-12-05 00:02:17.302295
485,71,29,1992-09-24 18:15:50.512482
486,70,914,2015-03-05 09:34:48.817106
487,8,1614,1970-09-22 09:03:04.023757
488,8,637,1979-10-05 13:55:52.327985
489,6,1034,2023-01-09 02:42:34.234559
490,75,1692,2008-05-11 12:11:48.079985
491,2,1197,2010-01-26 22:04:31.991475
492,46,1765,1981-11-21 02:40:18.220337
493,30,1537,1992-09-10 08:32:32.396845
494,41,495,2014-07-21 13:09:20.889837
495,74,1060,2018-11-11 22:58:31.245862
496,84,1305,1994-11-23 19:49:08.912230
497,74,818,1974-06-02 04:09:29.178017
498,18,817,2000-12-30 17:28:10.085588
499,53,1959,1974-08-18 20:42:23.955921
500,80,1586,1989-04-24 18:32:01.750354
501,19,365,2024-01-28 07:14:40.712008
502,35,1236,1986-08-28 21:23:59.993018
503,70,1421,2014-10-15 11:55:30.877470
504,39,254,2018-10-06 03:44:42.990575
505,53,1851,2017-12-10 05:40:00.744165
506,66,362,1986-10-18 04:04:38.902822
507,58,1633,2020-12-14 22:45:38.593376
508,86,1137,1976-01-23 07:54:39.002749
509,60,111,1970-10-02 15:25:47.794553
510,67,1601,1984-10-22 13:00:03.505560
511,43,1621,1985-09-15 12:18:23.125120
512,89,780,2013-07-27 02:57:00.712063
513,96,764,1974-11-22 03:41:36.311724
514,50,1084,1983-03-20 22:07:48.985261
515,93,1353,2008-08-17 19:31:48.778015
516,99,1537,1981-08-07 08:05:05.464559
517,99,694,1996-09-04 03:56:59.623177
518,76,1109,2007-03-24 17:20:49.451738
519,52,1431,1999-01-27 09:36:47.297950
520,96,1130,1984-10-27 09:18:18.106859
521,59,1540,1974-01-26 18:50:19.331202
522,93,1979,2013-04-04 06:10:36.730925
523,33,1904,1993-11-18 13:56:06.557427
524,16,147,2009-01-03 17:58:07.047348
525,29,932,2010-03-28 11:17:30.644541
526,43,625,1971-10-23 17:27:16.207218
527,52,1934,2012-03-29 06:39:09.242654
528,31,1259,1977-10-15 22:27:00.079449
529,5,1265,2000-05-18 12:31:09.767669
530,93,539,1985-10-12 12:01:10.489241
531,3,1173,1981-09-21 03:43:07.737216
532,50,1695,2004-10-17 13:00:17.467671
533,48,1479,1985-11-23 22:31:47.359717
534,96,1786,2008-03-14 11:49:58.425954
535,66,1705,1973-06-05 22:22:44.294371
536,44,877,1999-08-24 06:58:50.288164
537,22,718,2013-07-09 14:33:00.137045
538,10,287,1996-06-10 03:09:00.650141
539,16,235,1987-11-16 03:51:43.522785
540,40,1515,1993-12-22 06:46:40.276908
541,53,1733,2018-03-13 02:48:51.463069
542,64,1400,2000-11-30 18:24:16.680422
543,30,422,1999-04-16 12:39:51.545057
544,2,669,2008-12-25 03:12:52.886643
545,69,1097,2006-08-28 04:01:31.266654
546,0,654,2021-03-03 18:03:13.453786
547,60,1680,1994-04-18 16:56:44.644727
548,48,1242,1981-07-21 12:35:41.004560
549,64,571,1983-02-28 07:26:58.474464
550,13,0,1985-07-15 10:18:42.949779
551,0,492,2019-04-19 23:09:07.657787
552,76,535,1997-04-06 04:16:40.287763
553,51,1857,2002-11-16 09:16:06.035965
554,71,1756,2016-10-21 01:47:44.040935
555,78,946,2021-09-18 17:21:41.431196
556,67,614,1972-10-06 00:08:23.116319
557,86,1244,1983-02-08 17:16:02.271795
558,0,1777,1984-07-29 13:28:29.493076
559,13,621,1984-04-29 17:59:32.307422
560,69,1654,1999-04-29 01:44:36.353712
561,54,426,1995-06-04 13:47:07.198213
562,80,1619,2002-08-19 04:02:31.662585
563,49,703,1979-01-18 16:07:41.944551
564,16,1009,1997-10-21 19:19:43.519801
565,47,1825,1976-11-04 16:17:37.491882
566,18,685,1990-03-13 01:18:47.042677
567,91,1513,2019-09-09 10:58:14.351543
568,38,932,1997-05-31 10:22:43.346690
569,79,1186,2012-10-08 14:58:16.638165
570,44,1570,2021-12-10 18:16:38.011511
571,92,1085,2022-12-04 19:47:03.693438
572,29,535,2010-10-28 22:28:50.171164
573,42,931,2003-11-21 17:45:09.936978
574,40,485,1974-08-31 07:04:38.256016
575,2,853,1979-11-14 21:30:55.217474
576,7,494,2013-04-11 17:13:39.273790
577,11,1244,2006-02-22 18:26:34.338481
578,3,972,2023-08-12 14:20:35.321964
579,78,1412,2017-03-12 11:05:19.839571
580,22,217,2021-07-02 00:21:48.976025
581,77,1458,1994-08-01 11:20:49.536374
582,16,212,1989-02-03 23:18:58.560492
583,51,161,1986-03-25 03:43:14.849870
584,96,175,2017-10-02 18:57:57.975513
585,6,1301,1976-08-03 23:37:05.584030
586,94,1876,2014-06-05 08:26:30.438138
587,67,1100,2007-05-05 15:36:45.693500
588,99,1804,1975-01-18 21:12:54.098624
589,49,5,1996-10-22 01:55:07.718204
590,96,49,1989-02-04 08:44:23.414596
591,93,1301,2014-03-21 22:57:42.005698
592,35,1793,2004-11-07 12:59:55.773294
593,90,1825,1991-07-07 09:28:18.498037
594,29,788,1984-09-10 07:20:35.336060
595,6,1125,2018-08-28 14:02:07.545962
596,9,864,1981-07-19 11:46:22.923784
597,76,51,2000-12-08 19:27:10.727817
598,22,969,2023-05-27 21:22:24.795789
599,10,1899,2001-04-30 11:44:50.388038
600,5,1466,1994-02-05 22:42:18.050293
601,46,827,2014-11-01 20:09:50.208246
602,41,724,2008-01-14 01:58:05.936002
603,67,48,1999-02-05 11:13:12.169046
604,17,716,1979-02-22 12:07:10.505164
605,4,1211,1977-08-26 07:20:35.018330
606,72,86,1971-07-06 04:18:51.382991
607,67,1191,2015-12-04 09:33:25.227000
608,25,497,1995-11-07 05:38:47.220367
609,85,148,1979-12-24 03:51:12.309512
610,37,1037,2021-06-15 09:27:29.643279
611,21,1931,1973-09-28 08:36:35.365356
612,0,395,1990-10-13 19:06:01.236309
613,37,373,2022-10-05 12:33:26.276133
614,95,1726,2020-12-06 10:52:52.346469
615,44,730,1981-04-09 19:44:05.123228
616,57,1144,2006-02-19 22:58:31.749996
617,64,1377,2008-06-12 08:04:33.383757
618,38,260,2022-07-03 13:04:09.748452
619,72,825,1998-06-27 15:41:50.211220
620,64,579,2005-01-28 12:10:48.131297
